Wavelength (nm);[buf]-005-1-1chaps;[buf]-005-1-1chaps1;[buf]-5-1-1;[buf]-5-1-2; [buf]-10.1; [buf]-10.1 1; [buf]-10.2; [buf]-10.2 1; [buf]-10.2 2; [buf]-Buf; [buf]-10.11;A [H20}-buf;A [buf}-buf;A [buf}-buf 1;A [buf}-10.21;A [buf}-10.22;A [buf}-10.23;A [Buf]-9.1;A [Buf]-9.2;A [Buf]-9.3;A [Buf];A [Buf]-1.11;A [Buf]-1.12;A [Buf]-1.13;A [Buf]-1.13 1;A [Buf]-Buf;A [Buf]-2.11;A [Buf]-2.12;A [Buf]-2.13
200;5,313;3,696;-0,161;6,454;0,049;2,198;-0,828;1,396;-0,447;3,045;3,235;33,63;36,18;0,136;-3,696;0,853;0,027;-0,768;-1,740;0,377;31,38;1,756;0,615;3,401;-0,031;32,78;-0,047;-0,961;0,108
201;3,774;4,365;-2,545;2,150;0,391;4,170;-2,129;0,288;0,096;1,834;3,139;32,46;33,53;-3,422;-4,253;-0,502;-0,245;-1,717;-1,254;0,478;32,76;0,774;0,702;-0,108;-0,008;32,52;-1,261;-0,622;-0,151
202;2,295;5,141;-4,337;0,108;1,467;1,872;-2,258;-2,220;0,827;0,875;1,268;33,12;30,85;1,441;-3,606;-0,711;-1,669;-1,788;-1,046;-0,382;32,36;0,335;11,95;-1,594;-0,018;33,04;-1,656;-1,759;-0,142
203;2,469;5,526;-4,029;-3,216;2,298;-1,357;-3,997;-3,885;-1,110;0,250;-0,015;33,02;31,67;4,303;-3,715;-0,581;-2,158;-2,422;-1,427;-1,151;33,91;-1,085;12,26;-2,812;-0,016;34,02;-2,967;-1,875;0,043
204;1,671;5,455;-1,853;-1,874;-0,364;-3,562;-5,062;-4,434;-4,481;1,937;1,803;34,48;34,59;8,529;-1,616;0,757;-1,054;-0,669;-0,599;0,312;34,79;1,360;11,83;-1,271;-0,019;34,61;-3,185;-2,357;0,606
205;-0,310;3,834;-1,289;0,983;-2,387;-2,880;-4,429;-2,060;-5,627;2,140;2,875;34,79;37,38;3,210;-2,600;-1,611;-0,724;-0,294;1,196;-0,853;34,77;0,846;1,981;-0,551;-0,022;34,44;-4,215;-3,029;-1,474
206;0,901;3,661;-2,695;2,264;-0,299;0,388;-1,385;-0,174;-2,870;1,216;2,804;35,44;38,26;2,097;-2,229;-0,935;-0,886;0,133;2,924;0,708;33,96;0,016;1,410;-0,417;-0,019;35,66;-3,009;-2,565;-2,346
207;2,470;1,866;-1,082;2,168;1,349;-0,177;-1,360;-0,655;-0,727;0,540;1,281;35,35;39,36;-0,535;-1,897;-0,912;-1,603;0,301;2,799;-0,672;34,42;1,467;1,445;-1,263;-0,029;36,15;-2,396;-2,948;-2,431
208;2,813;1,096;1,692;-1,473;0,819;1,024;-2,267;-2,549;0,844;1,895;1,266;36,57;39,52;-5,804;-5,451;-5,734;-7,229;1,077;2,456;1,517;34,60;2,731;0,718;-1,237;-0,016;38,31;-0,860;-2,109;-1,395
209;0,363;0,475;0,593;-2,038;-0,862;0,252;-2,506;-3,363;1,473;1,247;1,323;37,89;38,90;-1,993;-1,074;-6,410;-7,254;0,986;3,265;1,559;34,72;4,329;3,009;-0,968;-0,016;38,60;-2,521;-2,724;-2,797
210;-0,400;2,103;-1,050;-1,348;-1,454;2,099;0,467;-2,400;1,925;0,072;0,889;38,27;36,77;-0,722;-0,968;-7,963;-7,574;1,135;5,581;2,527;34,44;3,984;3,400;0,352;-0,017;39,26;-2,227;-2,010;-3,042
211;0,925;5,614;-1,680;1,811;-0,509;1,961;1,873;-1,080;0,770;1,991;2,164;37,00;34,99;5,918;6,356;-1,245;-0,791;-1,859;0,849;-2,535;34,88;3,677;2,551;-0,371;-0,010;38,40;-2,455;-0,749;-2,804
212;0,294;3,157;0,079;3,414;-3,516;1,009;-0,303;-2,858;-2,047;7,192;2,103;36,68;35,40;3,152;1,367;-0,213;0,627;-3,313;-3,824;-6,244;35,91;1,990;1,064;-0,173;0,003;38,42;0,257;1,098;-0,803
213;2,039;4,205;1,039;2,824;-3,005;-0,365;-2,612;-2,074;-1,833;8,758;2,494;37,45;36,90;2,312;-0,326;1,865;2,169;-3,255;-4,994;-7,853;37,03;0,041;-0,316;0,659;0,012;38,58;0,002;0,453;-1,628
214;1,823;2,083;2,323;1,617;-2,319;1,113;-2,657;-1,198;-1,644;4,461;2,319;38,90;38,82;1,189;-1,978;2,519;1,072;6,282;0,490;-2,365;38,52;-0,517;-0,247;1,619;0,006;39,64;0,323;-0,888;-2,101
215;3,177;3,470;3,794;1,181;0,984;3,791;-1,063;1,218;0,919;1,297;6,598;39,58;39,03;-1,547;-2,089;2,140;-0,052;7,484;1,213;0,017;39,17;0,488;0,539;2,428;0,009;39,88;-1,596;-1,567;-1,514
216;1,992;3,381;2,479;1,103;-2,873;0,032;-5,503;-3,133;-3,718;-1,384;3,740;39,94;39,44;-2,600;0,283;0,900;-1,739;4,589;-2,941;-0,362;39,32;1,220;0,775;1,362;0,006;40,00;-2,180;-1,344;-1,046
217;1,916;5,274;1,880;-0,176;-4,591;-1,242;-4,901;-4,253;-3,703;-1,479;0,004;39,84;39,44;-2,249;-1,355;-2,539;-2,257;-0,569;-2,404;0,337;39,26;1,109;2,243;2,903;0,010;40,00;-1,578;-0,592;-0,573
218;0,419;3,933;0,426;-0,181;-5,550;-1,895;-5,758;-5,062;-5,747;-0,563;-2,498;39,89;39,92;0,402;-0,600;0,837;-0,474;-1,699;-1,570;-0,022;39,83;0,888;0,401;1,707;0,006;39,97;-0,098;-0,912;0,405
219;0,188;1,550;2,616;-0,267;-0,033;1,047;-1,675;-2,028;-2,240;-0,124;-1,332;39,89;40,00;2,040;-1,072;1,926;2,011;-1,162;-0,349;-0,109;39,94;1,508;-0,091;2,661;0,007;39,97;1,217;0,030;0,494
220;1,765;-0,288;1,448;-0,726;1,309;-1,796;-1,842;-1,983;-2,450;-0,325;-2,396;40,00;40,00;1,736;0,504;2,205;1,429;0,109;-0,666;-0,636;40,00;2,465;-1,477;0,604;0,001;39,97;0,532;1,328;1,829
221;2,345;1,312;-1,308;0,111;0,710;-3,296;-1,178;-3,441;-2,936;0,766;-1,316;40,00;40,00;0,851;1,434;-0,168;0,628;-0,501;-1,194;-1,627;40,00;2,372;0,366;1,411;-0,006;40,00;-1,478;-0,147;-0,315
222;2,945;0,123;-2,421;-1,076;0,043;-1,402;0,238;-2,200;-1,770;1,826;-1,316;40,00;40,00;0,542;-0,313;-1,808;-1,632;-0,372;-0,560;-0,059;40,00;0,177;1,854;-0,851;-0,003;40,00;-1,689;-0,890;-0,849
223;2,288;-0,647;-3,570;-0,091;-1,300;-1,621;-0,048;-2,860;-2,476;1,947;0,395;40,00;40,00;0,454;-1,634;-2,124;-1,791;-1,514;-0,713;-0,276;40,00;-0,351;3,742;1,247;0,003;40,00;-2,713;-2,847;-2,861
224;1,058;-1,309;1,070;-1,731;-2,176;-0,895;-0,358;-2,352;-2,095;1,556;-0,681;40,00;40,00;1,875;-2,045;-2,263;-0,740;-0,431;-0,871;-0,318;40,00;-0,127;2,737;2,308;0,013;40,00;-2,092;-1,584;-1,986
225;-0,766;-0,677;0,262;-1,351;-1,978;-1,500;-0,889;-1,059;-1,278;1,534;-2,131;40,00;40,00;1,886;-0,239;-0,039;2,811;0,479;-0,276;-1,054;40,00;0,079;0,472;2,579;0,008;40,00;-2,216;-1,905;-1,490
226;-2,117;-0,652;0,934;-0,771;0,459;2,605;-0,059;1,325;0,401;1,382;-4,913;40,00;40,00;1,737;0,994;0,176;2,953;0,348;0,353;-1,022;40,00;-0,384;-0,985;1,390;0,003;40,00;-0,841;-1,084;-1,301
227;-0,664;-0,028;-2,701;0,808;0,232;2,731;-0,981;1,658;-0,026;-0,161;-6,926;40,00;40,00;-0,173;0,246;-0,504;1,785;-0,401;0,193;0,428;40,00;-0,721;-0,928;0,681;-0,004;40,00;-0,461;-0,907;-1,394
228;0,440;0,760;-1,123;1,729;-1,002;2,248;-2,092;0,047;-1,394;-1,057;-8,404;40,00;40,00;-0,440;-0,442;-1,802;-0,809;-1,565;-0,987;-0,613;40,00;-0,051;-0,323;0,957;-0,007;40,00;-1,311;-0,616;-1,424
229;-0,472;1,150;-0,277;1,625;-1,683;-0,670;-2,512;-1,106;-1,592;-0,266;-8,616;40,00;40,00;-0,891;-2,038;-1,747;-0,995;-2,782;-2,321;-1,594;40,00;0,235;-0,485;0,667;-0,012;40,00;-1,164;-0,164;-0,918
230;-0,707;1,292;-0,704;0,346;-1,741;-1,609;-1,787;-1,648;-1,487;0,949;-8,921;40,00;40,00;-0,386;-1,434;-1,844;-0,974;-2,624;-2,150;-1,741;40,00;0,795;-0,814;-0,125;-0,009;40,00;-1,071;-0,342;-0,532
231;0,367;1,238;-0,584;-0,152;-0,881;-2,342;-1,970;-1,899;-1,641;1,675;-8,533;40,00;40,00;-0,529;-1,278;-1,571;-0,293;-1,526;-1,758;-0,096;40,00;1,434;-0,447;-0,218;-0,002;40,00;-0,628;-0,195;-0,089
232;2,115;1,870;0,487;-0,185;-1,442;-2,027;-2,641;-2,144;-1,526;2,181;-8,451;40,00;40,00;-0,636;-0,984;-1,376;0,199;-0,750;-1,052;0,118;40,00;0,745;-0,953;-0,584;0,007;40,00;-0,719;0,569;0,788
233;1,994;1,016;2,012;-1,664;-2,108;-1,899;-3,014;-2,557;-1,908;2,165;-8,122;40,00;40,00;0,307;-0,730;-0,422;0,660;-1,607;-1,050;-0,699;40,00;-0,729;-1,005;-1,415;0,010;40,00;-0,953;0,612;0,731
234;2,357;1,442;2,760;-2,030;-2,076;-0,273;-1,868;-2,005;-0,700;1,937;-7,501;40,00;40,00;1,561;-0,312;-0,614;-0,226;-2,703;-1,557;-1,288;40,00;-1,518;-1,460;-1,915;0,013;40,00;-1,107;0,355;0,351
235;2,006;0,224;2,907;-1,975;-1,666;0,196;-1,723;-1,631;-0,351;1,400;-7,325;40,00;40,00;1,734;0,130;0,256;-0,356;-2,660;-0,959;-0,195;40,00;-0,446;-0,052;-0,667;0,013;40,00;-1,527;-0,859;-1,226
236;2,067;0,749;1,396;1,027;-1,506;-0,165;-1,449;-1,949;-0,854;0,228;-7,665;40,00;40,00;0,728;-0,341;0,963;-0,395;-2,256;-0,302;-0,184;40,00;-0,585;0,696;-0,094;0,016;40,00;-1,626;-1,288;-1,687
237;0,474;0,528;2,059;1,097;-2,225;-1,797;-0,678;-2,362;-1,020;-1,472;-8,681;40,00;40,00;-0,046;0,080;1,720;0,079;-1,365;0,199;-0,740;40,00;-1,255;0,401;-0,474;0,016;40,00;-1,435;-0,789;-1,368
238;0,585;1,268;1,412;1,269;-1,639;-1,742;0,213;-1,651;-1,102;-1,117;-8,204;40,00;40,00;0,878;0,174;1,812;1,081;-1,782;-0,226;-1,059;40,00;-1,694;-0,096;-1,842;0,016;40,00;-1,359;-0,008;-0,594
239;1,791;2,557;1,285;-0,004;-1,357;-1,191;-0,465;-0,893;-1,258;-0,019;-7,671;40,00;40,00;1,298;1,779;0,924;1,857;-1,562;-0,231;-0,106;40,00;-1,224;-0,447;-1,450;0,013;40,00;-1,417;-0,143;-0,732
240;2,576;3,392;-0,190;0,647;-1,704;-0,376;-1,602;-1,129;-1,993;2,352;-7,480;40,00;40,00;0,949;0,998;-0,503;1,162;-2,331;-1,461;-0,778;40,00;-0,582;0,134;-1,343;0,007;40,00;-2,482;-1,458;-0,928
241;2,813;3,603;0,096;1,717;-1,475;-1,008;-1,795;-1,525;-2,421;2,921;-7,957;40,00;40,00;0,748;0,621;-1,276;-0,116;-1,168;-1,116;-0,125;40,00;-0,549;-0,586;-1,236;0,006;40,00;-3,075;-2,852;-1,720
242;1,100;1,434;-0,826;1,325;-0,752;-0,831;-0,988;-1,676;-2,094;3,270;-8,494;40,00;40,00;0,714;-0,275;-1,673;-1,063;-0,621;-2,233;-0,562;40,00;-0,161;-0,056;-0,878;0,005;40,00;-3,609;-3,441;-2,050
243;-0,003;0,175;-1,276;1,422;0,480;-0,025;0,337;-0,680;-1,168;1,316;-9,542;40,00;40,00;0,579;-0,457;-0,605;-0,828;-0,723;-1,769;-0,004;40,00;-1,114;-1,097;-1,103;0,009;40,00;-2,877;-2,840;-2,214
244;-0,779;0,163;-1,580;0,459;-0,089;-0,011;-0,165;-0,527;-0,122;0,519;-9,897;40,00;40,00;1,040;-0,814;-0,735;-1,975;-0,691;-1,885;-0,551;40,00;-0,600;-0,839;-0,218;0,013;40,00;-2,832;-1,488;-1,719
245;0,592;2,045;0,147;0,852;-0,266;-0,325;-0,573;-0,149;-0,079;0,679;-9,706;40,00;40,00;0,971;-2,305;-0,873;-3,436;1,331;-0,955;-0,438;40,00;-0,388;-1,492;-0,434;0,014;40,00;-2,887;-0,691;-2,642
246;1,211;2,722;0,457;-0,282;-0,483;-0,227;-1,496;-0,527;0,334;2,043;-8,364;40,00;40,00;0,764;-2,064;-1,937;-4,180;1,416;-1,007;-0,377;40,00;0,199;-0,794;-0,193;0,009;40,00;-3,656;-1,474;-2,694
247;0,913;2,323;0,093;-0,591;-0,043;0,522;-0,705;-0,674;0,257;2,438;-8,823;40,00;40,00;0,314;-1,803;-0,976;-3,147;0,535;-0,351;-0,195;40,00;0,085;-0,036;-0,714;0,003;40,00;-3,354;-1,645;-2,457
248;0,074;1,058;-0,769;-0,159;-0,420;1,213;-1,191;-0,946;-0,052;2,210;-8,825;40,00;40,00;1,188;-0,298;-0,140;-1,329;-2,439;-0,969;-1,103;40,00;0,505;-0,640;-1,536;0,001;40,00;-3,153;-1,433;-0,687
249;0,703;1,679;-0,318;1,212;-0,385;1,097;-0,617;-1,254;-0,359;1,465;-9,298;40,00;40,00;1,005;-0,339;-0,436;-1,063;-2,431;-1,754;-2,303;40,00;0,610;-0,869;-1,264;0,007;40,00;-2,179;-0,712;-0,589
250;1,249;1,735;0,951;0,826;-1,476;0,198;-1,231;-2,148;-0,952;0,363;-9,136;40,00;40,00;0,705;-0,446;-1,859;-1,174;-2,889;-2,844;-3,638;40,00;0,500;-1,421;-1,264;0,008;40,00;-1,949;-0,960;-1,053
251;1,369;1,629;0,465;0,394;-1,238;0,317;-0,686;-1,046;0,572;0,212;-8,905;40,00;40,00;-0,313;-1,272;-1,783;-1,476;-0,972;-1,605;-2,120;40,00;0,381;-0,416;-0,558;0,008;40,00;-0,988;-0,772;-1,290
252;0,628;1,299;-0,140;0,034;-1,342;-0,027;-0,514;-0,939;0,737;1,103;-8,251;40,00;40,00;-0,202;-1,479;-0,385;-0,787;-2,083;-2,365;-2,486;40,00;1,380;0,224;-0,288;0,004;40,00;-1,263;-1,312;-1,645
253;-1,070;-0,236;-0,808;-0,002;-1,250;-0,478;-1,319;-0,938;0,197;2,517;-7,206;40,00;40,00;-1,057;-2,125;-0,197;-0,872;-2,028;-2,113;-1,626;40,00;0,895;0,228;0,424;0,006;40,00;-0,731;-1,005;-1,787
254;-1,095;-1,077;-1,771;0,971;-1,603;-0,598;-0,163;-1,769;-0,221;2,682;-6,241;40,00;40,00;0,376;-1,368;-0,014;-0,007;-2,623;-2,237;-1,875;40,00;0,400;-0,490;-0,567;0,005;40,00;-1,873;-1,752;-2,859
255;-2,779;-3,491;-2,944;1,089;-2,023;-0,559;-0,440;-1,425;-0,155;2,354;-6,172;40,00;40,00;0,029;-1,002;-1,206;-0,379;-1,527;-1,219;-0,609;40,00;-0,571;-1,022;-2,100;0,006;40,00;-1,265;-1,059;-2,110
256;-1,585;-2,091;-3,662;2,217;-1,260;-0,412;0,381;-0,904;0,646;1,816;-5,948;40,00;40,00;0,531;-0,320;-0,618;0,167;-1,398;-1,439;-0,917;40,00;-0,162;0,242;-1,913;0,007;40,00;-1,664;-1,582;-0,805
257;-1,440;-1,455;-2,315;1,320;-1,228;-0,027;-0,855;-1,033;0,318;3,120;-6,143;40,00;40,00;-0,610;-0,389;0,668;-0,008;-2,420;-1,638;-1,849;40,00;-0,010;1,269;0,165;0,007;40,00;-1,355;-1,230;-0,356
258;-0,096;0,149;-1,894;0,260;-1,468;-0,428;-1,506;-0,963;-0,753;2,486;-7,126;40,00;40,00;-0,130;-0,448;0,879;-0,295;-1,411;-1,124;-0,955;40,00;0,355;1,015;1,373;0,008;40,00;-1,534;-0,830;-0,364
259;0,137;1,003;-0,756;-0,148;-2,111;0,042;-1,770;-0,569;-0,853;2,011;-8,691;40,00;40,00;-1,304;-1,569;0,245;-1,022;-1,452;-1,455;-0,916;40,00;1,085;0,392;1,113;0,006;40,00;-1,057;-0,038;-0,924
260;-0,950;0,429;-5,242;-0,659;-1,242;-0,586;-1,046;-0,669;-0,309;0,012;-9,748;40,00;40,00;-1,373;-2,223;-1,970;-1,886;-1,722;-2,058;-0,837;40,00;0,309;-0,623;-0,781;0,003;40,00;-0,466;0,229;-0,300
261;-0,976;0,325;-6,340;0,557;-0,098;-0,052;-0,355;0,016;1,480;-0,182;-9,328;40,00;40,00;-0,323;-2,084;-1,127;-1,278;-2,298;-2,478;-1,594;40,00;-0,048;-0,550;-0,827;0,003;40,00;-1,003;-1,039;-0,861
262;-2,330;-0,949;-6,959;0,167;-0,893;-1,172;-1,129;-1,893;0,420;0,351;-8,687;40,00;40,00;0,683;-0,742;-1,089;-0,681;-2,111;-1,736;-1,287;40,00;-0,215;-0,942;-0,834;0,007;40,00;-1,364;-1,737;-1,220
263;-1,441;0,174;-2,162;0,467;-0,649;-0,767;-1,560;-1,399;0,390;1,288;-7,749;40,00;40,00;0,544;0,121;-0,186;0,342;-2,239;-1,472;-0,776;40,00;-0,092;-0,170;-0,141;0,009;40,00;-1,705;-1,525;-1,739
264;-1,211;1,076;-0,796;-0,804;-1,735;-1,521;-2,537;-2,781;-0,332;2,734;-6,935;40,00;40,00;0,203;-0,238;-0,095;0,086;-3,510;-1,495;-2,164;40,00;-0,548;-0,590;-0,763;0,011;40,00;-2,229;-2,103;-1,173
265;1,678;2,421;-0,070;-1,392;-1,315;-0,368;-1,706;-1,904;0,463;2,833;-6,103;40,00;40,00;-0,144;0,134;-0,294;0,254;-4,040;-2,618;-3,378;40,00;-1,304;-0,047;-1,391;0,014;40,00;-1,703;-2,038;-0,623
266;2,164;2,002;0,790;-0,719;-2,341;-0,800;-1,476;-2,475;-0,433;2,801;-5,575;40,00;40,00;-0,915;0,796;-0,725;0,142;-2,822;-1,128;-2,948;40,00;-1,891;-0,918;-1,872;0,016;40,00;-1,632;-1,441;-0,454
267;1,776;2,239;1,082;0,569;-2,526;-0,956;-0,933;-2,256;-1,233;1,734;-5,971;40,00;40,00;-0,830;1,584;-0,839;0,409;-0,329;-0,458;-1,737;40,00;-1,405;-1,123;-1,790;0,013;40,00;-1,884;-1,042;-1,252
268;-0,239;1,496;1,731;0,177;-2,506;-1,740;-2,116;-2,661;-1,574;2,317;-6,333;40,00;40,00;0,302;1,120;-1,012;0,490;0,612;1,037;-1,503;40,00;-0,856;-1,686;-1,811;0,012;40,00;-2,121;-1,644;-1,224
269;-0,385;2,759;0,719;-0,582;-2,199;-0,032;-2,735;-2,578;-1,416;1,398;-6,848;40,00;40,00;2,236;1,073;0,705;0,428;1,208;0,384;-2,049;40,00;0,370;-1,047;-1,701;0,013;40,00;-0,987;-1,837;-1,248
270;0,671;2,334;-0,310;-0,725;-1,418;1,644;-1,574;-1,717;0,120;0,771;-7,178;40,00;40,00;2,751;0,842;0,100;-0,116;0,326;-0,802;-2,125;40,00;0,483;-0,522;-1,580;0,015;40,00;-0,889;-1,854;-1,836
271;1,256;2,123;-1,324;0,079;-1,535;1,632;-0,584;-1,142;0,299;-0,075;-7,982;40,00;40,00;2,679;1,043;0,461;-0,076;0,027;-1,075;-0,933;40,00;0,750;-0,867;-0,730;0,018;40,00;-1,228;-1,982;-2,576
272;1,397;1,785;-1,084;0,739;-1,681;0,840;0,254;-1,073;0,745;0,966;-7,963;40,00;40,00;1,858;1,276;-0,285;0,050;-0,916;-0,521;-0,242;40,00;0,201;-0,670;-0,762;0,017;40,00;-2,996;-3,345;-3,755
273;0,826;2,330;-0,694;0,721;-2,143;-0,858;-0,749;-1,654;-0,525;2,256;-7,108;40,00;40,00;1,576;1,446;0,160;-0,210;-0,647;0,301;0,158;40,00;-0,033;-0,678;-0,301;0,013;40,00;-2,292;-3,050;-2,703
274;0,746;2,690;-0,800;0,929;-1,608;-1,296;-0,773;-1,662;-1,356;2,217;-6,223;40,00;40,00;0,469;0,736;-0,294;-0,572;-0,770;-0,424;-0,906;40,00;-0,100;-0,416;-0,036;0,012;40,00;-1,710;-2,274;-1,629
275;1,000;2,817;-0,872;0,874;-0,615;-1,068;-0,946;-1,451;-1,384;1,271;-5,873;40,00;40,00;0,143;0,947;-0,182;-0,529;-1,393;-1,120;-1,280;40,00;0,594;-0,357;0,341;0,014;40,00;-0,526;-0,629;-0,481
276;0,230;2,105;-1,558;0,679;0,409;-0,537;-0,466;-0,991;-0,320;0,012;-6,792;40,00;40,00;-0,018;0,836;-0,692;-0,474;-1,089;-0,962;-0,677;40,00;0,652;0,218;-0,179;0,019;40,00;-1,686;-1,696;-2,045
277;0,255;2,502;-1,068;0,887;0,318;-0,199;-0,356;-0,410;0,280;0,113;-7,180;40,00;40,00;0,852;0,289;-0,666;-0,554;-0,917;-0,156;-0,171;40,00;2,075;0,371;-0,464;0,022;40,00;-3,232;-2,963;-3,153
278;-0,169;2,600;-0,859;0,997;-0,725;-0,900;-0,037;0,193;-0,101;0,065;-7,794;40,00;40,00;0,986;-0,392;-1,432;-0,960;0,962;0,976;-0,286;40,00;2,303;0,832;-0,164;0,023;40,00;-4,214;-4,490;-3,917
279;0,376;2,774;-0,649;0,648;-1,232;-0,856;-0,367;-0,249;-0,873;0,200;-7,401;40,00;40,00;1,033;-0,105;-1,352;-1,067;0,743;1,330;0,132;40,00;1,468;1,093;-0,255;0,022;40,00;-3,685;-4,112;-3,233
280;0,282;1,525;-0,642;-0,342;-0,984;-1,077;-0,313;-0,723;-0,001;-0,281;-7,948;40,00;40,00;0,806;-0,211;-2,065;-1,760;2,234;1,261;1,065;40,00;-0,134;0,359;-1,604;0,024;40,00;-3,696;-4,531;-3,941
281;0,296;1,251;-0,355;-0,740;-0,319;-0,442;-0,758;-1,081;0,499;0,168;-7,647;40,00;40,00;1,998;-0,184;-1,500;-1,961;1,123;1,206;1,394;40,00;0,026;-0,498;-2,376;0,026;40,00;-4,836;-5,408;-4,909
282;-0,478;0,233;0,988;-0,533;-0,699;-0,663;-0,177;-0,885;1,156;0,818;-8,122;40,00;40,00;2,474;-0,642;-1,797;-2,775;1,371;1,971;1,157;40,00;0,522;-1,252;-3,340;0,030;40,00;-6,969;-7,280;-6,784
283;-1,552;-0,893;1,345;-0,523;-0,681;-1,338;-0,290;-1,058;0,846;0,710;-8,181;40,00;40,00;2,635;-0,569;-1,978;-3,272;1,438;2,715;1,393;40,00;0,434;-0,897;-4,336;0,029;40,00;-8,732;-8,677;-8,059
284;-2,239;-1,894;1,992;-0,724;-0,605;-1,906;-0,293;-0,905;0,674;-0,264;-8,498;40,00;40,00;1,260;-1,615;-3,409;-4,487;2,651;3,317;2,416;40,00;-0,449;-0,585;-5,712;0,024;40,00;-9,995;-9,956;-9,190
285;-2,965;-2,666;1,589;-1,314;0,208;-1,868;0,393;-0,156;0,826;-1,239;-7,886;40,00;40,00;1,269;-2,425;-4,700;-5,413;3,175;3,993;3,158;40,00;-0,951;-0,775;-6,682;0,019;40,00;-10,55;-10,41;-9,850
286;-3,387;-3,143;2,134;-1,883;1,014;-1,335;1,621;1,308;2,088;-1,199;-6,957;40,00;40,00;1,084;-3,309;-5,637;-6,550;3,469;4,570;3,661;40,00;-1,078;-1,129;-7,177;0,019;40,00;-10,91;-10,74;-10,31
287;-3,672;-3,534;2,195;-2,417;1,674;-1,175;1,992;1,906;2,989;-1,441;-5,901;39,66;39,72;1,682;-3,207;-5,645;-6,516;3,706;4,936;3,796;39,86;-0,960;-1,476;-7,498;0,022;39,66;-10,90;-10,66;-10,26
288;-3,558;-3,399;2,444;-2,896;2,208;-0,956;1,907;2,220;3,205;-1,643;-4,780;37,96;38,11;1,416;-3,403;-5,633;-6,447;3,785;4,697;3,693;38,60;-0,940;-1,627;-7,630;0,024;38,06;-10,62;-10,46;-10,03
289;-3,325;-3,160;2,323;-3,088;2,312;-0,912;1,687;2,065;3,004;-1,883;-3,756;35,08;35,29;1,222;-3,470;-5,485;-6,241;3,618;4,430;3,665;36,20;-0,971;-1,533;-7,372;0,023;35,24;-10,42;-10,25;-9,886
290;-3,441;-3,168;2,264;-3,122;2,071;-0,871;1,790;1,956;3,023;-1,937;-2,789;31,86;31,98;1,152;-3,555;-5,344;-6,070;3,337;4,081;3,390;33,04;-1,075;-1,476;-7,100;0,018;31,93;-10,19;-9,997;-9,727
291;-3,339;-3,015;1,971;-2,865;1,665;-0,927;1,572;1,513;2,842;-1,785;-1,648;28,98;29,01;1,104;-3,465;-5,200;-5,863;2,954;3,656;2,980;30,02;-1,206;-1,484;-6,815;0,017;28,91;-9,942;-9,723;-9,518
292;-3,247;-2,886;1,660;-2,712;1,241;-1,047;1,135;1,066;2,507;-1,549;-0,554;26,20;26,20;1,005;-3,504;-5,130;-5,715;2,464;3,064;2,468;27,11;-1,453;-1,698;-6,652;0,019;26,12;-9,497;-9,281;-9,109
293;-3,142;-2,650;1,261;-2,590;0,706;-1,193;0,561;0,605;2,125;-1,317;0,439;23,39;23,42;0,948;-3,495;-4,964;-5,445;1,942;2,456;1,921;24,27;-1,623;-1,904;-6,384;0,022;23,43;-8,990;-8,756;-8,614
294;-3,048;-2,406;0,881;-2,546;0,226;-1,305;0,068;0,149;1,744;-1,039;1,357;20,86;20,94;0,925;-3,452;-4,739;-5,124;1,484;1,915;1,455;21,73;-1,812;-2,079;-6,080;0,025;20,96;-8,429;-8,188;-8,088
295;-2,882;-2,115;0,554;-2,457;-0,226;-1,395;-0,364;-0,324;1,372;-0,796;2,135;18,68;18,75;0,933;-3,315;-4,441;-4,762;1,110;1,426;1,045;19,46;-1,890;-2,136;-5,687;0,026;18,75;-7,821;-7,567;-7,514
296;-2,671;-1,792;0,262;-2,371;-0,613;-1,458;-0,744;-0,700;1,073;-0,539;2,830;16,76;16,82;0,875;-3,179;-4,181;-4,463;0,783;1,004;0,699;17,46;-1,965;-2,177;-5,314;0,022;16,82;-7,211;-6,950;-6,927
297;-2,425;-1,449;0,024;-2,215;-0,956;-1,484;-1,059;-1,020;0,781;-0,273;3,453;15,06;15,11;0,825;-3,026;-3,905;-4,142;0,487;0,638;0,401;15,71;-1,994;-2,209;-4,952;0,021;15,11;-6,609;-6,345;-6,334
298;-2,166;-1,107;-0,167;-2,049;-1,213;-1,461;-1,299;-1,276;0,521;-0,044;4,003;13,57;13,60;0,753;-2,878;-3,625;-3,826;0,264;0,363;0,168;14,16;-1,982;-2,189;-4,580;0,016;13,60;-6,044;-5,775;-5,782
299;-1,914;-0,771;-0,313;-1,871;-1,408;-1,416;-1,473;-1,458;0,301;0,159;4,503;12,22;12,26;0,688;-2,707;-3,344;-3,501;0,095;0,138;-0,015;12,76;-1,924;-2,125;-4,212;0,016;12,26;-5,498;-5,229;-5,255
300;-1,656;-0,451;-0,427;-1,694;-1,575;-1,371;-1,631;-1,610;0,085;0,341;4,943;11,01;11,04;0,644;-2,516;-3,064;-3,185;-0,046;-0,040;-0,153;11,52;-1,849;-2,032;-3,844;0,015;11,06;-4,985;-4,710;-4,748
301;-1,405;-0,145;-0,497;-1,510;-1,702;-1,311;-1,749;-1,724;-0,112;0,501;5,352;9,941;9,978;0,605;-2,322;-2,796;-2,884;-0,154;-0,170;-0,255;10,41;-1,769;-1,936;-3,512;0,019;9,993;-4,498;-4,228;-4,273
