Wavelength (nm);[buf]-005-1-1chaps;[buf]-005-1-1chaps1;[buf]-5-1-1;[buf]-5-1-2; [buf]-10.1; [buf]-10.1 1; [buf]-10.2; [buf]-10.2 1; [buf]-10.2 2; [buf]-Buf; [buf]-10.11;A [H20}-buf;A [buf}-buf;A [buf}-buf 1;A [buf}-10.21;A [buf}-10.22;A [buf}-10.23;A [Buf]-9.1;A [Buf]-9.2;A [Buf]-9.3;A [Buf];A [Buf]-1.11;A [Buf]-1.12;A [Buf]-1.13;A [Buf]-1.13 1;A [Buf]-Buf;A [Buf]-2.11;A [Buf]-2.12;A [Buf]-2.13
410;1,732;3,431;-0,074;1,063;-1,790;-0,144;-1,752;-1,720;-1,940;1,943;9,479;0,298;0,310;0,126;0,246;0,342;0,428;0,144;-0,052;0,055;0,382;0,201;0,198;0,311;0,003;0,333;0,093;0,228;0,158
411;1,721;3,435;-0,088;1,050;-1,795;-0,140;-1,756;-1,725;-1,939;1,937;9,482;0,300;0,313;0,118;0,242;0,337;0,414;0,136;-0,057;0,045;0,382;0,193;0,189;0,305;0,002;0,329;0,087;0,226;0,152
412;1,713;3,436;-0,099;1,042;-1,794;-0,138;-1,755;-1,727;-1,933;1,924;9,480;0,293;0,312;0,109;0,232;0,325;0,400;0,137;-0,058;0,039;0,386;0,183;0,179;0,292;0,006;0,322;0,084;0,218;0,144
413;1,699;3,434;-0,102;1,032;-1,795;-0,144;-1,761;-1,737;-1,933;1,909;9,457;0,285;0,304;0,105;0,224;0,316;0,391;0,139;-0,059;0,035;0,387;0,179;0,173;0,281;0,003;0,317;0,079;0,210;0,131
414;1,688;3,425;-0,104;1,026;-1,792;-0,151;-1,763;-1,734;-1,929;1,901;9,443;0,282;0,303;0,107;0,218;0,302;0,378;0,127;-0,061;0,033;0,379;0,173;0,163;0,272;0,000;0,313;0,068;0,203;0,125
415;1,682;3,417;-0,109;1,016;-1,795;-0,155;-1,769;-1,737;-1,926;1,905;9,446;0,284;0,305;0,115;0,225;0,299;0,380;0,112;-0,057;0,037;0,370;0,169;0,156;0,271;0,000;0,320;0,065;0,202;0,127
416;1,678;3,406;-0,120;1,010;-1,793;-0,150;-1,770;-1,738;-1,920;1,918;9,459;0,280;0,303;0,116;0,224;0,297;0,381;0,097;-0,058;0,030;0,372;0,163;0,146;0,268;0,007;0,322;0,068;0,206;0,131
417;1,676;3,396;-0,132;1,001;-1,803;-0,159;-1,776;-1,752;-1,920;1,923;9,476;0,276;0,293;0,116;0,214;0,295;0,383;0,092;-0,057;0,021;0,374;0,153;0,135;0,259;0,005;0,318;0,072;0,207;0,137
418;1,676;3,386;-0,143;0,996;-1,807;-0,166;-1,779;-1,761;-1,919;1,923;9,483;0,269;0,286;0,117;0,203;0,290;0,377;0,090;-0,063;0,014;0,372;0,143;0,128;0,248;0,005;0,308;0,060;0,209;0,138
419;1,676;3,372;-0,151;0,991;-1,812;-0,175;-1,780;-1,763;-1,916;1,916;9,489;0,260;0,279;0,112;0,205;0,281;0,369;0,098;-0,066;0,013;0,365;0,137;0,123;0,239;0,002;0,301;0,052;0,211;0,133
420;1,668;3,357;-0,150;0,982;-1,812;-0,183;-1,785;-1,765;-1,913;1,914;9,479;0,255;0,277;0,108;0,204;0,270;0,357;0,094;-0,080;0,002;0,359;0,134;0,127;0,237;0,003;0,300;0,052;0,207;0,128
421;1,663;3,348;-0,147;0,969;-1,809;-0,177;-1,784;-1,764;-1,907;1,915;9,485;0,258;0,275;0,109;0,194;0,262;0,347;0,083;-0,096;-0,013;0,357;0,124;0,123;0,231;-0,001;0,297;0,059;0,205;0,129
422;1,654;3,345;-0,150;0,955;-1,806;-0,168;-1,785;-1,764;-1,896;1,914;9,487;0,262;0,281;0,119;0,178;0,262;0,351;0,074;-0,107;-0,026;0,357;0,117;0,120;0,227;-0,007;0,291;0,058;0,198;0,129
423;1,650;3,349;-0,159;0,942;-1,808;-0,163;-1,788;-1,765;-1,894;1,916;9,491;0,262;0,280;0,120;0,169;0,265;0,354;0,070;-0,112;-0,033;0,352;0,113;0,110;0,228;-0,012;0,286;0,059;0,201;0,132
424;1,640;3,347;-0,164;0,929;-1,821;-0,172;-1,800;-1,779;-1,903;1,918;9,491;0,257;0,280;0,117;0,164;0,265;0,351;0,063;-0,121;-0,039;0,344;0,107;0,099;0,227;-0,006;0,287;0,066;0,200;0,141
425;1,632;3,347;-0,173;0,926;-1,835;-0,183;-1,809;-1,790;-1,913;1,928;9,489;0,255;0,277;0,117;0,160;0,260;0,334;0,053;-0,134;-0,049;0,338;0,096;0,088;0,223;-0,002;0,289;0,067;0,195;0,136
426;1,626;3,348;-0,190;0,932;-1,839;-0,192;-1,812;-1,789;-1,911;1,931;9,487;0,253;0,274;0,119;0,157;0,260;0,332;0,034;-0,152;-0,062;0,341;0,086;0,076;0,212;-0,005;0,284;0,065;0,185;0,126
427;1,630;3,358;-0,210;0,941;-1,838;-0,199;-1,809;-1,783;-1,902;1,935;9,479;0,254;0,269;0,112;0,157;0,260;0,334;0,025;-0,161;-0,068;0,341;0,082;0,069;0,208;-0,006;0,278;0,072;0,191;0,122
428;1,628;3,358;-0,223;0,941;-1,842;-0,208;-1,814;-1,791;-1,906;1,927;9,486;0,255;0,274;0,106;0,160;0,263;0,337;0,026;-0,159;-0,068;0,337;0,089;0,075;0,215;-0,005;0,272;0,078;0,200;0,129
429;1,618;3,357;-0,234;0,930;-1,855;-0,222;-1,828;-1,805;-1,911;1,920;9,487;0,252;0,273;0,101;0,173;0,269;0,338;0,033;-0,147;-0,065;0,330;0,090;0,080;0,219;0,001;0,277;0,072;0,210;0,135
430;1,606;3,357;-0,235;0,916;-1,870;-0,232;-1,846;-1,818;-1,926;1,922;9,495;0,248;0,274;0,105;0,184;0,272;0,332;0,043;-0,138;-0,057;0,322;0,084;0,077;0,213;0,002;0,274;0,073;0,209;0,139
431;1,598;3,358;-0,237;0,909;-1,875;-0,233;-1,844;-1,824;-1,930;1,929;9,484;0,247;0,266;0,107;0,183;0,261;0,319;0,036;-0,148;-0,054;0,319;0,075;0,067;0,202;0,004;0,274;0,074;0,212;0,136
432;1,599;3,357;-0,235;0,907;-1,878;-0,231;-1,844;-1,823;-1,934;1,933;9,474;0,247;0,265;0,107;0,181;0,254;0,315;0,029;-0,160;-0,058;0,327;0,070;0,062;0,196;0,001;0,267;0,076;0,206;0,129
433;1,594;3,347;-0,242;0,904;-1,878;-0,233;-1,841;-1,824;-1,932;1,931;9,465;0,247;0,261;0,103;0,171;0,247;0,308;0,020;-0,167;-0,073;0,327;0,063;0,052;0,190;-0,001;0,264;0,073;0,193;0,117
434;1,594;3,340;-0,250;0,901;-1,883;-0,231;-1,847;-1,829;-1,932;1,935;9,471;0,244;0,261;0,101;0,168;0,248;0,311;0,017;-0,162;-0,083;0,318;0,056;0,047;0,189;-0,004;0,259;0,074;0,189;0,115
435;1,596;3,335;-0,252;0,905;-1,888;-0,225;-1,849;-1,832;-1,931;1,939;9,486;0,238;0,258;0,104;0,162;0,241;0,312;0,016;-0,155;-0,082;0,312;0,050;0,038;0,183;-0,011;0,255;0,073;0,190;0,115
436;1,607;3,335;-0,247;0,901;-1,885;-0,220;-1,851;-1,828;-1,923;1,936;9,472;0,233;0,253;0,104;0,164;0,239;0,312;0,015;-0,150;-0,079;0,317;0,049;0,040;0,182;-0,010;0,253;0,066;0,194;0,117
437;1,610;3,339;-0,250;0,903;-1,887;-0,223;-1,857;-1,828;-1,927;1,932;9,462;0,230;0,249;0,102;0,166;0,241;0,312;0,019;-0,146;-0,077;0,319;0,043;0,039;0,175;-0,006;0,250;0,064;0,195;0,117
438;1,609;3,331;-0,254;0,898;-1,894;-0,224;-1,857;-1,835;-1,927;1,938;9,460;0,229;0,249;0,099;0,164;0,243;0,319;0,026;-0,142;-0,071;0,313;0,041;0,040;0,182;-0,002;0,248;0,072;0,197;0,126
439;1,603;3,315;-0,251;0,902;-1,901;-0,230;-1,862;-1,839;-1,938;1,939;9,479;0,228;0,248;0,099;0,164;0,236;0,325;0,021;-0,143;-0,065;0,303;0,040;0,037;0,190;-0,007;0,244;0,081;0,198;0,127
440;1,587;3,303;-0,248;0,893;-1,900;-0,236;-1,867;-1,843;-1,941;1,935;9,465;0,228;0,243;0,096;0,165;0,228;0,323;0,010;-0,151;-0,064;0,304;0,040;0,032;0,190;-0,009;0,247;0,084;0,192;0,120
441;1,576;3,297;-0,250;0,884;-1,901;-0,245;-1,878;-1,849;-1,946;1,933;9,457;0,220;0,235;0,095;0,161;0,226;0,317;-0,008;-0,164;-0,068;0,310;0,035;0,025;0,173;-0,003;0,252;0,085;0,189;0,120
442;1,570;3,300;-0,253;0,876;-1,900;-0,243;-1,877;-1,848;-1,937;1,940;9,450;0,218;0,237;0,099;0,162;0,227;0,314;-0,021;-0,170;-0,070;0,313;0,029;0,017;0,165;-0,002;0,247;0,079;0,183;0,125
443;1,571;3,303;-0,253;0,875;-1,900;-0,246;-1,873;-1,850;-1,935;1,943;9,458;0,218;0,243;0,106;0,167;0,230;0,317;-0,035;-0,163;-0,067;0,314;0,023;0,009;0,169;0,001;0,241;0,080;0,186;0,134
444;1,563;3,301;-0,259;0,867;-1,900;-0,252;-1,868;-1,851;-1,932;1,934;9,450;0,224;0,249;0,100;0,167;0,219;0,312;-0,042;-0,153;-0,073;0,304;0,019;0,006;0,173;0,004;0,239;0,071;0,184;0,128
445;1,548;3,288;-0,263;0,854;-1,897;-0,263;-1,867;-1,848;-1,932;1,921;9,445;0,225;0,245;0,090;0,150;0,209;0,296;-0,052;-0,153;-0,090;0,300;0,017;0,002;0,163;0,009;0,239;0,058;0,181;0,112
446;1,532;3,276;-0,268;0,844;-1,886;-0,270;-1,862;-1,837;-1,923;1,901;9,430;0,222;0,236;0,092;0,141;0,199;0,286;-0,058;-0,163;-0,103;0,293;0,012;-0,001;0,152;0,006;0,233;0,042;0,172;0,094
447;1,516;3,261;-0,275;0,845;-1,875;-0,274;-1,849;-1,827;-1,909;1,889;9,418;0,212;0,230;0,095;0,141;0,190;0,281;-0,061;-0,164;-0,103;0,292;-0,001;-0,006;0,147;0,002;0,228;0,033;0,170;0,086
448;1,509;3,250;-0,283;0,840;-1,869;-0,276;-1,840;-1,822;-1,905;1,881;9,402;0,207;0,229;0,095;0,140;0,179;0,280;-0,052;-0,152;-0,092;0,291;-0,008;-0,010;0,144;-0,006;0,226;0,032;0,173;0,086
449;1,509;3,251;-0,286;0,832;-1,865;-0,276;-1,832;-1,816;-1,903;1,882;9,406;0,208;0,228;0,093;0,134;0,178;0,278;-0,042;-0,149;-0,090;0,286;-0,008;-0,015;0,143;-0,008;0,222;0,026;0,176;0,094
450;1,512;3,253;-0,286;0,831;-1,867;-0,275;-1,832;-1,814;-1,904;1,883;9,417;0,201;0,225;0,092;0,129;0,183;0,280;-0,029;-0,157;-0,086;0,286;0,002;-0,011;0,145;-0,005;0,220;0,029;0,178;0,103
451;1,505;3,250;-0,286;0,825;-1,862;-0,270;-1,825;-1,806;-1,898;1,883;9,434;0,196;0,213;0,093;0,124;0,191;0,272;-0,031;-0,176;-0,093;0,277;0,003;-0,010;0,143;-0,003;0,215;0,026;0,174;0,102
452;1,498;3,231;-0,293;0,820;-1,854;-0,259;-1,815;-1,796;-1,888;1,888;9,429;0,190;0,206;0,093;0,125;0,197;0,266;-0,045;-0,188;-0,103;0,268;0,000;-0,014;0,137;-0,003;0,213;0,024;0,166;0,095
453;1,492;3,211;-0,300;0,812;-1,846;-0,251;-1,809;-1,785;-1,887;1,889;9,427;0,195;0,205;0,085;0,117;0,196;0,262;-0,061;-0,192;-0,112;0,259;-0,007;-0,020;0,133;0,002;0,211;0,021;0,160;0,089
454;1,502;3,203;-0,289;0,803;-1,840;-0,242;-1,802;-1,779;-1,880;1,888;9,440;0,193;0,213;0,083;0,112;0,197;0,269;-0,066;-0,186;-0,118;0,262;-0,013;-0,022;0,134;0,007;0,212;0,027;0,163;0,085
455;1,514;3,203;-0,276;0,793;-1,841;-0,246;-1,810;-1,783;-1,886;1,883;9,455;0,195;0,216;0,088;0,100;0,199;0,278;-0,061;-0,190;-0,121;0,263;-0,017;-0,019;0,126;0,007;0,212;0,030;0,162;0,083
456;1,529;3,211;-0,275;0,786;-1,855;-0,246;-1,823;-1,797;-1,897;1,888;9,455;0,190;0,207;0,092;0,099;0,203;0,284;-0,060;-0,195;-0,121;0,263;-0,018;-0,019;0,115;0,005;0,211;0,033;0,159;0,088
457;1,530;3,207;-0,283;0,797;-1,858;-0,238;-1,825;-1,803;-1,908;1,900;9,453;0,188;0,201;0,090;0,102;0,202;0,287;-0,056;-0,198;-0,119;0,262;-0,011;-0,018;0,112;0,006;0,206;0,038;0,154;0,100
458;1,531;3,212;-0,292;0,805;-1,865;-0,239;-1,830;-1,810;-1,910;1,903;9,462;0,182;0,196;0,091;0,111;0,205;0,279;-0,058;-0,193;-0,120;0,257;-0,008;-0,019;0,110;0,001;0,199;0,044;0,154;0,100
459;1,522;3,210;-0,295;0,806;-1,858;-0,240;-1,831;-1,813;-1,917;1,901;9,471;0,178;0,190;0,094;0,117;0,203;0,271;-0,052;-0,189;-0,126;0,250;-0,009;-0,020;0,108;-0,004;0,193;0,050;0,156;0,096
460;1,522;3,215;-0,295;0,805;-1,862;-0,244;-1,838;-1,817;-1,926;1,900;9,487;0,175;0,190;0,093;0,122;0,200;0,263;-0,040;-0,179;-0,116;0,249;-0,015;-0,020;0,104;-0,004;0,191;0,047;0,154;0,094
461;1,527;3,222;-0,287;0,809;-1,857;-0,238;-1,835;-1,810;-1,927;1,892;9,488;0,174;0,193;0,094;0,128;0,200;0,267;-0,030;-0,175;-0,104;0,253;-0,018;-0,019;0,104;0,004;0,196;0,046;0,154;0,093
462;1,533;3,230;-0,293;0,813;-1,859;-0,235;-1,833;-1,803;-1,919;1,889;9,497;0,170;0,190;0,094;0,134;0,206;0,273;-0,022;-0,168;-0,084;0,251;-0,012;-0,015;0,113;0,009;0,193;0,041;0,157;0,085
463;1,536;3,237;-0,301;0,809;-1,851;-0,231;-1,822;-1,796;-1,906;1,885;9,488;0,170;0,183;0,091;0,140;0,206;0,276;-0,021;-0,172;-0,082;0,241;-0,006;-0,014;0,112;0,004;0,183;0,043;0,157;0,082
464;1,522;3,234;-0,303;0,800;-1,849;-0,231;-1,814;-1,788;-1,901;1,889;9,479;0,170;0,189;0,080;0,133;0,200;0,266;-0,025;-0,168;-0,091;0,230;-0,005;-0,016;0,109;0,006;0,178;0,040;0,147;0,081
465;1,514;3,232;-0,295;0,798;-1,840;-0,223;-1,798;-1,772;-1,891;1,888;9,456;0,168;0,194;0,079;0,133;0,201;0,265;-0,025;-0,164;-0,094;0,226;-0,008;-0,022;0,105;0,004;0,180;0,039;0,138;0,083
466;1,509;3,231;-0,288;0,797;-1,842;-0,220;-1,802;-1,770;-1,896;1,892;9,454;0,164;0,187;0,081;0,137;0,206;0,264;-0,018;-0,156;-0,087;0,225;-0,012;-0,030;0,109;0,006;0,181;0,037;0,138;0,083
467;1,524;3,239;-0,290;0,801;-1,842;-0,217;-1,804;-1,770;-1,900;1,900;9,447;0,163;0,179;0,081;0,137;0,210;0,272;-0,017;-0,158;-0,085;0,222;-0,016;-0,035;0,100;0,001;0,171;0,032;0,144;0,079
468;1,531;3,247;-0,290;0,804;-1,834;-0,209;-1,798;-1,766;-1,899;1,901;9,440;0,159;0,174;0,075;0,135;0,213;0,281;-0,022;-0,163;-0,094;0,218;-0,018;-0,036;0,091;0,006;0,171;0,029;0,152;0,076
469;1,527;3,241;-0,291;0,804;-1,823;-0,193;-1,785;-1,753;-1,888;1,895;9,436;0,157;0,173;0,078;0,142;0,215;0,291;-0,032;-0,178;-0,100;0,213;-0,020;-0,034;0,087;0,009;0,165;0,030;0,157;0,083
470;1,527;3,245;-0,296;0,804;-1,806;-0,180;-1,771;-1,740;-1,874;1,890;9,439;0,151;0,163;0,078;0,156;0,216;0,295;-0,040;-0,185;-0,104;0,214;-0,019;-0,031;0,095;0,009;0,166;0,035;0,162;0,092
471;1,526;3,244;-0,295;0,808;-1,792;-0,176;-1,757;-1,726;-1,868;1,889;9,436;0,149;0,163;0,085;0,171;0,226;0,296;-0,046;-0,189;-0,106;0,210;-0,014;-0,020;0,111;0,006;0,157;0,042;0,162;0,096
472;1,523;3,233;-0,298;0,811;-1,774;-0,169;-1,743;-1,714;-1,861;1,884;9,432;0,146;0,158;0,085;0,177;0,237;0,294;-0,047;-0,179;-0,102;0,206;-0,015;-0,021;0,117;0,004;0,155;0,048;0,158;0,092
473;1,510;3,223;-0,301;0,803;-1,771;-0,166;-1,742;-1,715;-1,867;1,883;9,423;0,142;0,155;0,078;0,172;0,243;0,295;-0,042;-0,179;-0,095;0,198;-0,022;-0,029;0,114;0,004;0,152;0,048;0,157;0,086
474;1,511;3,221;-0,306;0,794;-1,772;-0,164;-1,744;-1,715;-1,873;1,892;9,428;0,138;0,150;0,075;0,169;0,251;0,300;-0,047;-0,180;-0,094;0,195;-0,018;-0,024;0,118;0,003;0,152;0,047;0,161;0,085
475;1,512;3,222;-0,305;0,790;-1,775;-0,175;-1,743;-1,712;-1,872;1,896;9,420;0,133;0,148;0,075;0,177;0,258;0,302;-0,051;-0,184;-0,093;0,198;-0,013;-0,020;0,117;0,003;0,151;0,050;0,174;0,095
476;1,508;3,210;-0,308;0,782;-1,771;-0,195;-1,741;-1,710;-1,873;1,895;9,411;0,133;0,150;0,076;0,186;0,266;0,299;-0,056;-0,181;-0,097;0,195;-0,008;-0,019;0,123;-0,003;0,138;0,057;0,177;0,108
477;1,507;3,199;-0,302;0,781;-1,774;-0,206;-1,744;-1,714;-1,873;1,886;9,425;0,129;0,144;0,072;0,188;0,268;0,299;-0,061;-0,182;-0,107;0,189;-0,007;-0,023;0,131;-0,002;0,129;0,060;0,178;0,108
478;1,509;3,199;-0,297;0,778;-1,778;-0,207;-1,747;-1,718;-1,881;1,885;9,454;0,125;0,138;0,068;0,187;0,271;0,299;-0,066;-0,181;-0,110;0,185;-0,008;-0,022;0,143;-0,002;0,127;0,066;0,189;0,112
479;1,520;3,207;-0,288;0,788;-1,783;-0,199;-1,750;-1,722;-1,888;1,892;9,456;0,125;0,138;0,068;0,187;0,281;0,303;-0,076;-0,180;-0,108;0,184;-0,014;-0,022;0,143;0,000;0,127;0,070;0,196;0,115
480;1,530;3,216;-0,290;0,790;-1,788;-0,199;-1,754;-1,729;-1,902;1,901;9,449;0,120;0,136;0,074;0,195;0,286;0,312;-0,078;-0,174;-0,103;0,178;-0,015;-0,024;0,141;0,001;0,127;0,071;0,199;0,124
481;1,534;3,214;-0,298;0,796;-1,794;-0,201;-1,763;-1,732;-1,911;1,900;9,443;0,115;0,132;0,076;0,199;0,285;0,321;-0,079;-0,168;-0,106;0,171;-0,016;-0,028;0,138;0,007;0,122;0,071;0,193;0,123
482;1,524;3,209;-0,303;0,792;-1,799;-0,205;-1,769;-1,737;-1,922;1,896;9,468;0,105;0,119;0,070;0,200;0,272;0,321;-0,073;-0,172;-0,110;0,165;-0,017;-0,038;0,131;0,006;0,119;0,065;0,189;0,118
483;1,495;3,189;-0,306;0,787;-1,791;-0,205;-1,769;-1,739;-1,928;1,890;9,466;0,097;0,106;0,067;0,185;0,254;0,304;-0,072;-0,182;-0,116;0,157;-0,021;-0,039;0,123;-0,003;0,112;0,055;0,177;0,105
484;1,479;3,166;-0,311;0,781;-1,768;-0,189;-1,751;-1,729;-1,909;1,875;9,469;0,092;0,104;0,072;0,172;0,246;0,301;-0,076;-0,187;-0,111;0,158;-0,014;-0,030;0,120;-0,010;0,112;0,043;0,165;0,102
485;1,494;3,177;-0,307;0,791;-1,745;-0,169;-1,725;-1,703;-1,875;1,868;9,473;0,093;0,115;0,083;0,181;0,258;0,326;-0,074;-0,175;-0,095;0,169;-0,011;-0,021;0,121;-0,008;0,117;0,036;0,159;0,102
486;1,517;3,201;-0,296;0,804;-1,737;-0,160;-1,711;-1,689;-1,860;1,867;9,483;0,093;0,122;0,085;0,207;0,276;0,352;-0,066;-0,165;-0,089;0,174;-0,017;-0,024;0,121;0,000;0,122;0,042;0,170;0,112
487;1,524;3,216;-0,299;0,810;-1,743;-0,164;-1,715;-1,693;-1,879;1,879;9,495;0,092;0,114;0,084;0,225;0,282;0,349;-0,058;-0,171;-0,096;0,168;-0,026;-0,034;0,115;0,002;0,116;0,048;0,174;0,113
488;1,519;3,215;-0,302;0,804;-1,750;-0,160;-1,719;-1,698;-1,891;1,888;9,503;0,089;0,110;0,080;0,232;0,285;0,343;-0,055;-0,164;-0,092;0,164;-0,023;-0,026;0,114;-0,004;0,110;0,054;0,178;0,114
489;1,532;3,230;-0,296;0,811;-1,752;-0,151;-1,716;-1,691;-1,885;1,896;9,511;0,090;0,111;0,080;0,235;0,288;0,344;-0,057;-0,157;-0,081;0,167;-0,013;-0,017;0,119;-0,007;0,110;0,060;0,180;0,112
490;1,543;3,237;-0,289;0,816;-1,747;-0,148;-1,710;-1,682;-1,880;1,891;9,504;0,086;0,107;0,076;0,243;0,289;0,345;-0,060;-0,153;-0,084;0,168;-0,005;-0,012;0,121;-0,008;0,112;0,066;0,181;0,106
491;1,536;3,219;-0,300;0,820;-1,742;-0,158;-1,709;-1,682;-1,892;1,877;9,491;0,086;0,103;0,075;0,243;0,286;0,340;-0,063;-0,166;-0,102;0,160;-0,008;-0,018;0,115;-0,006;0,109;0,071;0,176;0,103
492;1,531;3,207;-0,303;0,818;-1,740;-0,170;-1,713;-1,682;-1,902;1,868;9,489;0,087;0,103;0,074;0,244;0,289;0,345;-0,060;-0,172;-0,110;0,156;-0,011;-0,015;0,116;-0,007;0,105;0,080;0,176;0,107
493;1,537;3,216;-0,292;0,824;-1,741;-0,175;-1,715;-1,681;-1,903;1,877;9,501;0,095;0,115;0,076;0,254;0,301;0,365;-0,056;-0,169;-0,103;0,157;-0,016;-0,017;0,124;-0,002;0,104;0,078;0,179;0,111
494;1,550;3,230;-0,283;0,833;-1,745;-0,172;-1,712;-1,672;-1,897;1,892;9,506;0,093;0,118;0,076;0,268;0,306;0,379;-0,054;-0,164;-0,094;0,159;-0,013;-0,017;0,133;0,001;0,098;0,072;0,183;0,113
495;1,545;3,225;-0,292;0,830;-1,735;-0,159;-1,695;-1,661;-1,889;1,896;9,498;0,086;0,114;0,074;0,272;0,300;0,372;-0,051;-0,151;-0,086;0,154;-0,001;-0,014;0,130;0,006;0,097;0,060;0,181;0,110
496;1,540;3,215;-0,310;0,820;-1,717;-0,143;-1,675;-1,648;-1,883;1,885;9,480;0,080;0,100;0,066;0,269;0,291;0,362;-0,042;-0,140;-0,076;0,148;0,003;-0,010;0,129;0,007;0,100;0,064;0,183;0,116
497;1,526;3,209;-0,317;0,814;-1,699;-0,138;-1,662;-1,633;-1,875;1,866;9,468;0,078;0,091;0,060;0,260;0,290;0,358;-0,035;-0,142;-0,072;0,142;0,005;-0,006;0,125;0,004;0,097;0,072;0,187;0,123
498;1,517;3,208;-0,317;0,813;-1,690;-0,136;-1,655;-1,620;-1,864;1,859;9,469;0,074;0,086;0,066;0,257;0,302;0,361;-0,025;-0,141;-0,070;0,138;0,001;-0,007;0,126;-0,004;0,086;0,072;0,193;0,122
499;1,510;3,203;-0,313;0,810;-1,690;-0,140;-1,647;-1,615;-1,859;1,859;9,475;0,070;0,087;0,074;0,263;0,313;0,365;-0,012;-0,134;-0,063;0,135;0,001;-0,011;0,119;-0,006;0,078;0,058;0,188;0,111
500;1,516;3,202;-0,308;0,807;-1,681;-0,131;-1,633;-1,611;-1,852;1,870;9,489;0,071;0,088;0,074;0,260;0,308;0,362;0,002;-0,123;-0,055;0,130;-0,005;-0,014;0,111;0,001;0,079;0,046;0,171;0,098
501;1,517;3,192;-0,305;0,803;-1,663;-0,121;-1,618;-1,597;-1,847;1,870;9,487;0,071;0,087;0,074;0,260;0,304;0,365;-0,002;-0,119;-0,048;0,124;-0,008;-0,013;0,104;0,003;0,085;0,045;0,152;0,094
502;1,518;3,185;-0,301;0,798;-1,663;-0,113;-1,619;-1,598;-1,853;1,869;9,494;0,063;0,080;0,069;0,262;0,301;0,361;-0,005;-0,121;-0,046;0,121;-0,007;-0,011;0,098;0,006;0,084;0,047;0,150;0,096
503;1,519;3,179;-0,299;0,791;-1,680;-0,115;-1,634;-1,615;-1,874;1,878;9,502;0,061;0,076;0,070;0,275;0,306;0,367;-0,017;-0,130;-0,053;0,117;-0,003;-0,009;0,104;0,002;0,078;0,044;0,166;0,109
504;1,521;3,183;-0,296;0,790;-1,696;-0,123;-1,649;-1,630;-1,895;1,879;9,519;0,059;0,073;0,069;0,274;0,308;0,359;-0,018;-0,130;-0,057;0,117;0,002;-0,009;0,112;-0,001;0,066;0,046;0,181;0,119
505;1,513;3,184;-0,296;0,783;-1,685;-0,123;-1,643;-1,621;-1,891;1,868;9,528;0,063;0,076;0,067;0,267;0,304;0,355;-0,025;-0,135;-0,062;0,116;0,000;-0,005;0,114;-0,002;0,063;0,042;0,180;0,125
506;1,514;3,195;-0,286;0,776;-1,668;-0,121;-1,628;-1,605;-1,876;1,857;9,537;0,064;0,074;0,062;0,258;0,300;0,347;-0,023;-0,133;-0,056;0,120;0,002;-0,002;0,107;-0,005;0,066;0,030;0,163;0,111
507;1,516;3,204;-0,280;0,760;-1,657;-0,112;-1,616;-1,590;-1,867;1,861;9,537;0,065;0,072;0,057;0,258;0,297;0,351;-0,030;-0,134;-0,054;0,116;0,007;0,001;0,103;-0,006;0,068;0,033;0,161;0,106
508;1,513;3,201;-0,285;0,756;-1,652;-0,103;-1,610;-1,580;-1,862;1,868;9,526;0,061;0,070;0,061;0,266;0,305;0,351;-0,027;-0,123;-0,051;0,113;0,013;-0,003;0,095;-0,008;0,064;0,047;0,161;0,107
509;1,502;3,195;-0,300;0,759;-1,640;-0,078;-1,599;-1,566;-1,853;1,876;9,520;0,059;0,073;0,060;0,273;0,308;0,357;-0,019;-0,111;-0,047;0,109;0,010;-0,006;0,092;-0,009;0,059;0,065;0,170;0,106
510;1,503;3,196;-0,304;0,776;-1,632;-0,056;-1,591;-1,558;-1,848;1,880;9,527;0,054;0,067;0,056;0,281;0,313;0,362;-0,013;-0,098;-0,036;0,102;0,005;-0,010;0,098;-0,008;0,056;0,069;0,178;0,109
511;1,509;3,195;-0,308;0,787;-1,635;-0,051;-1,595;-1,563;-1,858;1,887;9,532;0,047;0,062;0,046;0,298;0,328;0,370;-0,018;-0,106;-0,043;0,098;0,003;-0,005;0,112;0,001;0,059;0,069;0,185;0,114
512;1,512;3,188;-0,308;0,778;-1,635;-0,064;-1,601;-1,571;-1,871;1,882;9,524;0,044;0,059;0,047;0,308;0,344;0,376;-0,029;-0,119;-0,050;0,098;0,006;0,000;0,122;0,002;0,061;0,070;0,186;0,117
513;1,514;3,183;-0,304;0,769;-1,628;-0,081;-1,597;-1,569;-1,872;1,862;9,514;0,047;0,060;0,052;0,309;0,355;0,388;-0,027;-0,119;-0,053;0,099;0,003;0,001;0,116;-0,001;0,059;0,068;0,177;0,112
514;1,516;3,186;-0,299;0,769;-1,620;-0,102;-1,587;-1,557;-1,863;1,841;9,527;0,051;0,064;0,058;0,307;0,353;0,391;-0,012;-0,109;-0,046;0,097;0,008;0,000;0,105;-0,006;0,053;0,064;0,167;0,105
515;1,520;3,189;-0,291;0,776;-1,620;-0,110;-1,584;-1,555;-1,856;1,828;9,549;0,047;0,063;0,058;0,310;0,348;0,392;-0,002;-0,109;-0,042;0,096;0,010;-0,001;0,103;-0,004;0,049;0,062;0,164;0,103
